SOR,ID,KATEGÓRIA,MODUL,VÁLTOZAT,HELY,MEZŐ,PLATFORM,JELENLEGI SZÖVEG,JAVÍTOTT SZÖVEG,MEGJEGYZÉS,FÁJL
1131,19.INTENT.domC.rationale,3 KATALÓGUS,19 INTENT,-,sport terület,indoklás,mind,Az elit sportoló nem gyorsabban reagál - hamarabb tud. A korai kinematikai jelzések olvasása a legjobban dokumentált szakértői előny a sportpszichológiában.,,,packages/shared/src/modules.ts
1132,19.INTENT.construct.biological_motion_perception,3 KATALÓGUS,19 INTENT,-,képességlista,képesség,mind,Biológiai mozgás észlelése,,,packages/shared/src/modules.ts
1133,19.INTENT.construct.action_anticipation,3 KATALÓGUS,19 INTENT,-,képességlista,képesség,mind,Cselekvés-előrejelzés,,,packages/shared/src/modules.ts
1134,19.INTENT.construct.deception_detection,3 KATALÓGUS,19 INTENT,-,képességlista,képesség,mind,Megtévesztés felismerése,,,packages/shared/src/modules.ts
1135,19.INTENT.construct.kinematic_cue_use,3 KATALÓGUS,19 INTENT,-,képességlista,képesség,mind,Kinematikai jelzések használata,,,packages/shared/src/modules.ts
1136,19.INTENT.construct.situational_judgement,3 KATALÓGUS,19 INTENT,-,képességlista,képesség,mind,Helyzetértékelés,,,packages/shared/src/modules.ts
1137,UI.LandingView.1,4 FELÜLET,FELÜLET · LandingView,-,-,felületi szöveg,mind,VR COGNITIVE ASSESSMENT PLATFORM,,,packages/client/src/shell/LandingView.ts:21
1138,UI.LandingView.2,4 FELÜLET,FELÜLET · LandingView,-,-,felületi szöveg,mind,Triple use · Meta Quest 3 · böngésző,,,packages/client/src/shell/LandingView.ts:33
1139,UI.LandingView.3,4 FELÜLET,FELÜLET · LandingView,-,-,felületi szöveg,mind,Egy motor. Három terület.,,,packages/client/src/shell/LandingView.ts:34
1140,UI.LandingView.4,4 FELÜLET,FELÜLET · LandingView,-,-,felületi szöveg,mind,"Absztrakt VR ingerekre épülő, ismételhető kognitív, figyelmi, döntési és pszichomotoros mérés. Ugyanaz az assessment engine három arculattal: védelmi kiválasztás, munkaköri alkalmasság és pályaorientáció, valamint sportági tehetségazonosítás. Válaszd ki, melyik területen dolgozol.",,,packages/client/src/shell/LandingView.ts:36
1141,UI.LandingView.5,4 FELÜLET,FELÜLET · LandingView,-,-,felületi szöveg,mind,Állapot: ,,,packages/client/src/shell/LandingView.ts:77
1142,UI.LandingView.6,4 FELÜLET,FELÜLET · LandingView,-,-,felületi szöveg,mind,"A rendszer prototípus: teljesítménymutatót ad, nem validált pszichometriai szakvéleményt.",,,packages/client/src/shell/LandingView.ts:79
1143,UI.LandingView.7,4 FELÜLET,FELÜLET · LandingView,-,-,felületi szöveg,mind,"Elsődleges cél-hardver Meta Quest 3 (WebXR, két kontroller). Ugyanez a build fut asztali böngészőben egérrel és billentyűzettel, valamint mobilon érintéssel — az eredmények eszközosztályonként külön kezelendők.",,,packages/client/src/shell/LandingView.ts:82
1144,UI.orientation.1,4 FELÜLET,FELÜLET · orientation,-,-,felületi szöveg,mind,Fordítsd el a telefont,,,packages/client/src/shell/mobile/orientation.ts:66
1145,UI.orientation.2,4 FELÜLET,FELÜLET · orientation,-,-,felületi szöveg,mind,A teszt fekvő nézetben fut — így fér ki az utasítás és a válaszgomb.,,,packages/client/src/shell/mobile/orientation.ts:67
1146,UI.runner.drawHud.1,4 FELÜLET,FUTTATÓ,-,drawHud,panelszöveg,mind,GYAKORLÁS,,,packages/client/src/engine/task/ModuleRunner.ts:502
1147,UI.runner.drawHud.2,4 FELÜLET,FUTTATÓ,-,drawHud,gombfelirat,mind,KILÉPÉS,,,packages/client/src/engine/task/ModuleRunner.ts:505
1148,UI.runner.drawInfo.3,4 FELÜLET,FUTTATÓ,-,drawInfo,panelcímke,mind,MENET,,,packages/client/src/engine/task/ModuleRunner.ts:532
1149,UI.runner.drawInfo.4,4 FELÜLET,FUTTATÓ,-,drawInfo,panelszöveg,mind,KIPRÓBÁLOM,,,packages/client/src/engine/task/ModuleRunner.ts:545
1150,UI.runner.drawInfo.5,4 FELÜLET,FUTTATÓ,-,drawInfo,panelszöveg,mind,"Bármelyik sort megnyomhatod: az a rész önmagában lefut, visszajelzéssel, és nem számít bele az eredménybe.",,,packages/client/src/engine/task/ModuleRunner.ts:550
1151,UI.runner.drawInfo.6,4 FELÜLET,FUTTATÓ,-,drawInfo,gombfelirat,mind,VISSZA,,,packages/client/src/engine/task/ModuleRunner.ts:554
1152,UI.runner.drawInfo.7,4 FELÜLET,FUTTATÓ,-,drawInfo,panelcímke,mind,IRÁNYÍTÁS,,,packages/client/src/engine/task/ModuleRunner.ts:582
1153,UI.runner.drawInfo.8,4 FELÜLET,FUTTATÓ,-,drawInfo,panelcímke,mind,GYAKORLÁS KÉSZ,,,packages/client/src/engine/task/ModuleRunner.ts:603
1154,UI.runner.drawInfo.9,4 FELÜLET,FUTTATÓ,-,drawInfo,panelcím,mind,MOST JÖN A MÉRÉS,,,packages/client/src/engine/task/ModuleRunner.ts:604
1155,UI.runner.drawInfo.10,4 FELÜLET,FUTTATÓ,-,drawInfo,gombfelirat,mind,KEZDHETJÜK,,,packages/client/src/engine/task/ModuleRunner.ts:610
1156,UI.runner.drawInfo.11,4 FELÜLET,FUTTATÓ,-,drawInfo,panelcím,mind,FELDOLGOZÁS…,,,packages/client/src/engine/task/ModuleRunner.ts:615
1157,UI.runner.drawResult.12,4 FELÜLET,FUTTATÓ,-,drawResult,gombfelirat,mind,VISSZA A KÖZPONTBA,,,packages/client/src/engine/task/ModuleRunner.ts:658
1158,UI.hub.dom.1,4 FELÜLET,KEZDŐTÉR,-,-,felületi szöveg,mind,VR kész,,,packages/client/src/shell/HubView.ts:58
1159,UI.hub.dom.2,4 FELÜLET,KEZDŐTÉR,-,-,felületi szöveg,mind,Böngésző mód,,,packages/client/src/shell/HubView.ts:59
1160,UI.hub.dom.3,4 FELÜLET,KEZDŐTÉR,-,-,felületi szöveg,mind,Terület váltás,,,packages/client/src/shell/HubView.ts:60
1161,UI.hub.dom.4,4 FELÜLET,KEZDŐTÉR,-,-,felületi szöveg,mind,elérhető modul,,,packages/client/src/shell/HubView.ts:77
1162,UI.hub.dom.5,4 FELÜLET,KEZDŐTÉR,-,-,felületi szöveg,mind,most indítható,,,packages/client/src/shell/HubView.ts:78
1163,UI.hub.dom.6,4 FELÜLET,KEZDŐTÉR,-,-,felületi szöveg,mind,mért képesség,,,packages/client/src/shell/HubView.ts:79
1164,UI.hub.dom.7,4 FELÜLET,KEZDŐTÉR,-,-,felületi szöveg,mind,pontszám,,,packages/client/src/shell/HubView.ts:80
1165,UI.hub.dom.8,4 FELÜLET,KEZDŐTÉR,-,-,felületi szöveg,mind,A WebXR biztonságos kontextust igényel. Nyisd meg az oldalt HTTPS-en.,,,packages/client/src/shell/HubView.ts:93
1166,UI.hub.dom.9,4 FELÜLET,KEZDŐTÉR,-,-,felületi szöveg,mind,Ez az eszköz nem támogat immersive VR-t,,,packages/client/src/shell/HubView.ts:94
1167,UI.hub.dom.10,4 FELÜLET,KEZDŐTÉR,-,-,felületi szöveg,mind,⟶  BELÉPÉS VR-BE,,,packages/client/src/shell/HubView.ts:97
1168,UI.hub.dom.11,4 FELÜLET,KEZDŐTÉR,-,-,felületi szöveg,mind,VR-hez HTTPS kell,,,packages/client/src/shell/HubView.ts:99
1169,UI.hub.dom.12,4 FELÜLET,KEZDŐTÉR,-,-,felületi szöveg,mind,VR nem elérhető ezen az eszközön,,,packages/client/src/shell/HubView.ts:100
1170,UI.hub.dom.13,4 FELÜLET,KEZDŐTÉR,-,-,felületi szöveg,mind,Modulok megtekintése,,,packages/client/src/shell/HubView.ts:102
1171,UI.hub.dom.14,4 FELÜLET,KEZDŐTÉR,-,-,felületi szöveg,mind,"A VR belépéshez a böngésző felhasználói gesztust követel — ezért kell ide kattintani. A headsetben ugyanez a központ fogad, onnan minden modul elindítható.",,,packages/client/src/shell/HubView.ts:106
1172,UI.hub.dom.15,4 FELÜLET,KEZDŐTÉR,-,-,felületi szöveg,mind,"Ez az oldal nem HTTPS-en fut, és a böngésző a WebXR-t csak biztonságos kapcsolaton engedi. Az eszközöddel nincs baj — a címsorban http:// helyett https:// kell. A modulok addig is futnak egérrel és érintéssel.",,,packages/client/src/shell/HubView.ts:108
1173,UI.hub.dom.16,4 FELÜLET,KEZDŐTÉR,-,-,felületi szöveg,mind,"Nincs headset? Minden aktív modul fut egérrel és érintéssel is. Az eredményeket a rendszer külön eszközosztályként kezeli, nem keveri a VR mérésekkel.",,,packages/client/src/shell/HubView.ts:112
1174,UI.hub.dom.17,4 FELÜLET,KEZDŐTÉR,-,-,felületi szöveg,mind, és a ,,,packages/client/src/shell/HubView.ts:113
1175,UI.hub.dom.18,4 FELÜLET,KEZDŐTÉR,-,-,felületi szöveg,mind,annál,,,packages/client/src/shell/HubView.ts:113
1176,UI.hub.dom.19,4 FELÜLET,KEZDŐTÉR,-,-,felületi szöveg,mind,azoknál,,,packages/client/src/shell/HubView.ts:113
1177,UI.hub.dom.20,4 FELÜLET,KEZDŐTÉR,-,-,felületi szöveg,mind,"Az eredményeket a rendszer külön eszközosztályként kezeli, nem keveri a VR mérésekkel.",,,packages/client/src/shell/HubView.ts:113
1178,UI.hub.dom.21,4 FELÜLET,KEZDŐTÉR,-,-,felületi szöveg,mind,Most indítható,,,packages/client/src/shell/HubView.ts:133
1179,UI.hub.dom.22,4 FELÜLET,KEZDŐTÉR,-,-,felületi szöveg,mind,Katalógus,,,packages/client/src/shell/HubView.ts:143
1180,UI.hub.dom.23,4 FELÜLET,KEZDŐTÉR,-,-,felületi szöveg,mind,"a relevancia-jelölés mutatja, mennyire kötődik ehhez a területhez",,,packages/client/src/shell/HubView.ts:145
1181,UI.hub.dom.24,4 FELÜLET,KEZDŐTÉR,-,-,felületi szöveg,mind,Eredmények,,,packages/client/src/shell/HubView.ts:158
1182,UI.hub.dom.25,4 FELÜLET,KEZDŐTÉR,-,-,felületi szöveg,mind,Nincs belépve — csak ebben a böngészőben tárolt próbák,,,packages/client/src/shell/HubView.ts:160
1183,UI.hub.dom.26,4 FELÜLET,KEZDŐTÉR,-,-,felületi szöveg,mind,Vizsgálatvezető · Phase 2,,,packages/client/src/shell/HubView.ts:174
1184,UI.hub.dom.27,4 FELÜLET,KEZDŐTÉR,-,-,felületi szöveg,mind,"A tervezett AI vizsgálatvezető a modulok között chatben instruál, ellenőrzi, hogy a résztvevő értette-e a feladatot, javaslatot tesz a következő modulra a profil alapján, és a mérés végén szövegesen összefoglal. A kapcsolódási pont a rendszerben már megvan; a beszélgető réteg a második fázisban készül el.",,,packages/client/src/shell/HubView.ts:176
1185,UI.hub.dom.28,4 FELÜLET,KEZDŐTÉR,-,-,felületi szöveg,mind,Beszélgetés indítása (hamarosan),,,packages/client/src/shell/HubView.ts:181
1186,UI.hub.dom.29,4 FELÜLET,KEZDŐTÉR,-,-,felületi szöveg,mind,"Minden futás rögzíti az eszközt, a böngészőt, a modul verzióját és a konfigurációt. Ranglista és összehasonlítás csak azonos eszközosztályon belül készül — egy Quest 3 ravasz és egy egérkattintás nem ugyanaz a mérés.",,,packages/client/src/shell/HubView.ts:191
1187,UI.hub.dom.30,4 FELÜLET,KEZDŐTÉR,-,-,felületi szöveg,mind,Azonosítva,,,packages/client/src/shell/HubView.ts:215
1188,UI.hub.dom.31,4 FELÜLET,KEZDŐTÉR,-,-,felületi szöveg,mind,modul kipróbálva,,,packages/client/src/shell/HubView.ts:224
1189,UI.hub.dom.32,4 FELÜLET,KEZDŐTÉR,-,-,felületi szöveg,mind,Kijelentkezés,,,packages/client/src/shell/HubView.ts:227
1190,UI.hub.dom.33,4 FELÜLET,KEZDŐTÉR,-,-,felületi szöveg,mind,Az azonosító legalább 3 karakter legyen.,,,packages/client/src/shell/HubView.ts:243
1191,UI.hub.dom.34,4 FELÜLET,KEZDŐTÉR,-,-,felületi szöveg,mind,"Add meg az azonosítót, ha az eredményeidet menteni és időben követni szeretnéd. Belépés nélkül is kipróbálhatsz minden aktív modult — az eredmény ilyenkor nem kerül profilhoz.",,,packages/client/src/shell/HubView.ts:255
1192,UI.hub.dom.35,4 FELÜLET,KEZDŐTÉR,-,-,felületi szöveg,mind,Belépés,,,packages/client/src/shell/HubView.ts:260
1193,UI.hub.dom.36,4 FELÜLET,KEZDŐTÉR,-,-,felületi szöveg,mind,VR kell,,,packages/client/src/shell/HubView.ts:273
1194,UI.hub.dom.37,4 FELÜLET,KEZDŐTÉR,-,-,felületi szöveg,mind,indítható,,,packages/client/src/shell/HubView.ts:275
1195,UI.hub.dom.38,4 FELÜLET,KEZDŐTÉR,-,-,felületi szöveg,mind,külső modul,,,packages/client/src/shell/HubView.ts:277
1196,UI.hub.dom.39,4 FELÜLET,KEZDŐTÉR,-,-,felületi szöveg,mind,fejlesztés alatt,,,packages/client/src/shell/HubView.ts:278
1197,UI.hub.dom.40,4 FELÜLET,KEZDŐTÉR,-,-,felületi szöveg,mind,elsődleges,,,packages/client/src/shell/HubView.ts:282
1198,UI.hub.dom.41,4 FELÜLET,KEZDŐTÉR,-,-,felületi szöveg,mind,másodlagos,,,packages/client/src/shell/HubView.ts:283
1199,UI.hub.dom.42,4 FELÜLET,KEZDŐTÉR,-,-,felületi szöveg,mind,"Még nincs eredmény ebben a területben. Indíts el egy modult — a REACT a leggyorsabb belépő, körülbelül hét perc, és rögtön ad egy pszichomotoros alapvonalat.",,,packages/client/src/shell/HubView.ts:361
1200,UI.hub.dom.43,4 FELÜLET,KEZDŐTÉR,-,-,felületi szöveg,mind,"A profil akkor rajzolódik ki, ha legalább egy modult befejeztél. Több modul → megbízhatóbb kép.",,,packages/client/src/shell/HubView.ts:413
1201,UI.app.-.1,4 FELÜLET,MOBIL APP,-,-,gombfelirat,mind,Tesztek,,,packages/client/src/shell/mobile/MobileApp.ts:54
1202,UI.app.-.2,4 FELÜLET,MOBIL APP,-,-,gombfelirat,mind,Profil,,,packages/client/src/shell/mobile/MobileApp.ts:55
1203,UI.app.-.3,4 FELÜLET,MOBIL APP,-,-,gombfelirat,mind,Előzmény,,,packages/client/src/shell/mobile/MobileApp.ts:56
1204,UI.app.-.4,4 FELÜLET,MOBIL APP,-,-,gombfelirat,mind,Fiók,,,packages/client/src/shell/mobile/MobileApp.ts:57
1205,UI.app.dom.1,4 FELÜLET,MOBIL APP,-,-,felületi szöveg,mind,Előzmény,,,packages/client/src/shell/mobile/MobileApp.ts:56
1206,UI.app.dom.2,4 FELÜLET,MOBIL APP,-,-,felületi szöveg,mind,Fiók,,,packages/client/src/shell/mobile/MobileApp.ts:57
1207,UI.app.dom.3,4 FELÜLET,MOBIL APP,-,-,felületi szöveg,mind,VR CAP,,,packages/client/src/shell/mobile/MobileApp.ts:69
1208,UI.app.dom.4,4 FELÜLET,MOBIL APP,-,-,felületi szöveg,mind,"Kognitív, figyelmi és pszichomotoros mérés. Válaszd ki, melyik területen dolgozol.",,,packages/client/src/shell/mobile/MobileApp.ts:70
1209,UI.app.dom.5,4 FELÜLET,MOBIL APP,-,-,felületi szöveg,mind,"Fejlesztői demonstrátor. Teljesítménymutatót ad, nem validált pszichometriai szakvéleményt.",,,packages/client/src/shell/mobile/MobileApp.ts:100
1210,UI.app.dom.6,4 FELÜLET,MOBIL APP,-,-,felületi szöveg,mind,Belépés,,,packages/client/src/shell/mobile/MobileApp.ts:129
1211,UI.app.dom.7,4 FELÜLET,MOBIL APP,-,-,felületi szöveg,mind,képesség,,,packages/client/src/shell/mobile/MobileApp.ts:265
1212,UI.app.dom.8,4 FELÜLET,MOBIL APP,-,-,felületi szöveg,mind,Elsődleges,,,packages/client/src/shell/mobile/MobileApp.ts:266
1213,UI.app.dom.9,4 FELÜLET,MOBIL APP,-,-,felületi szöveg,mind,Másodlagos,,,packages/client/src/shell/mobile/MobileApp.ts:266
1214,UI.app.dom.10,4 FELÜLET,MOBIL APP,-,-,felületi szöveg,mind,Mit mér,,,packages/client/src/shell/mobile/MobileApp.ts:277
1215,UI.app.dom.11,4 FELÜLET,MOBIL APP,-,-,felületi szöveg,mind,"Ehhez a modulhoz VR headset kell: maga a mérés a fej és a kéz térbeli követéséből származik. Ujjal ugyanez a feladat egy másik képességet mérne, ezért nem kínálunk belőle leromlott változatot.",,,packages/client/src/shell/mobile/MobileApp.ts:283
1216,UI.app.dom.12,4 FELÜLET,MOBIL APP,-,-,felületi szöveg,mind,"Ez a modul specifikálva van, de még fejlesztés alatt áll.",,,packages/client/src/shell/mobile/MobileApp.ts:289
1217,UI.app.dom.13,4 FELÜLET,MOBIL APP,-,-,felületi szöveg,mind,Válassz változatot,,,packages/client/src/shell/mobile/MobileApp.ts:295
1218,UI.app.dom.14,4 FELÜLET,MOBIL APP,-,-,felületi szöveg,mind,Még nincs profilod,,,packages/client/src/shell/mobile/MobileApp.ts:375
1219,UI.app.dom.15,4 FELÜLET,MOBIL APP,-,-,felületi szöveg,mind,"A profil akkor rajzolódik ki, ha legalább egy tesztet befejeztél. Több teszt → megbízhatóbb kép.",,,packages/client/src/shell/mobile/MobileApp.ts:376
1220,UI.app.dom.16,4 FELÜLET,MOBIL APP,-,-,felületi szöveg,mind,Még nincs eredményed,,,packages/client/src/shell/mobile/MobileApp.ts:418
1221,UI.app.dom.17,4 FELÜLET,MOBIL APP,-,-,felületi szöveg,mind,"Indíts el egy tesztet — a REACT a leggyorsabb belépő, körülbelül hét perc.",,,packages/client/src/shell/mobile/MobileApp.ts:419
1222,UI.app.dom.18,4 FELÜLET,MOBIL APP,-,-,felületi szöveg,mind,Tesztek megnyitása,,,packages/client/src/shell/mobile/MobileApp.ts:423
1223,UI.app.dom.19,4 FELÜLET,MOBIL APP,-,-,felületi szöveg,mind,Kijelentkezés,,,packages/client/src/shell/mobile/MobileApp.ts:487
1224,UI.app.dom.20,4 FELÜLET,MOBIL APP,-,-,felületi szöveg,mind,A helyi eredmények megmaradnak ebben a böngészőben,,,packages/client/src/shell/mobile/MobileApp.ts:488
1225,UI.app.dom.21,4 FELÜLET,MOBIL APP,-,-,felületi szöveg,mind,Az azonosító legalább 3 karakter legyen.,,,packages/client/src/shell/mobile/MobileApp.ts:508
1226,UI.app.dom.22,4 FELÜLET,MOBIL APP,-,-,felületi szöveg,mind,Belépés nélkül is kipróbálhatsz minden tesztet — az eredmény ilyenkor csak ebben a böngészőben marad meg.,,,packages/client/src/shell/mobile/MobileApp.ts:518
1227,UI.app.dom.23,4 FELÜLET,MOBIL APP,-,-,felületi szöveg,mind,Beállítások,,,packages/client/src/shell/mobile/MobileApp.ts:530
1228,UI.app.dom.24,4 FELÜLET,MOBIL APP,-,-,felületi szöveg,mind,Terület,,,packages/client/src/shell/mobile/MobileApp.ts:535
1229,UI.app.dom.25,4 FELÜLET,MOBIL APP,-,-,felületi szöveg,mind,VR mód,,,packages/client/src/shell/mobile/MobileApp.ts:548
1230,UI.app.dom.26,4 FELÜLET,MOBIL APP,-,-,felületi szöveg,mind,Belépés headsetbe,,,packages/client/src/shell/mobile/MobileApp.ts:550
1231,UI.app.dom.27,4 FELÜLET,MOBIL APP,-,-,felületi szöveg,mind,HTTPS kell hozzá,,,packages/client/src/shell/mobile/MobileApp.ts:551
1232,UI.app.dom.28,4 FELÜLET,MOBIL APP,-,-,felületi szöveg,mind,Ezen az eszközön nem elérhető,,,packages/client/src/shell/mobile/MobileApp.ts:552
1233,UI.app.dom.29,4 FELÜLET,MOBIL APP,-,-,felületi szöveg,mind,Állapot,,,packages/client/src/shell/mobile/MobileApp.ts:561
1234,UI.app.dom.30,4 FELÜLET,MOBIL APP,-,-,felületi szöveg,mind,Offline — az eredmények helyben várakoznak,,,packages/client/src/shell/mobile/MobileApp.ts:564
1235,UI.app.dom.31,4 FELÜLET,MOBIL APP,-,-,felületi szöveg,mind,Eszköz,,,packages/client/src/shell/mobile/MobileApp.ts:565
1236,UI.app.dom.32,4 FELÜLET,MOBIL APP,-,-,felületi szöveg,mind,Eszközosztály,,,packages/client/src/shell/mobile/MobileApp.ts:566
1237,UI.app.dom.33,4 FELÜLET,MOBIL APP,-,-,felületi szöveg,mind,Az eredmények eszközosztályonként külön kezelendők,,,packages/client/src/shell/mobile/MobileApp.ts:566
1238,UI.app.dom.34,4 FELÜLET,MOBIL APP,-,-,felületi szöveg,mind,M9 6l6 6-6 6,,,packages/client/src/shell/mobile/MobileApp.ts:593
1239,UI.app.dom.35,4 FELÜLET,MOBIL APP,-,-,felületi szöveg,mind,M4 4h7v7H4zM13 4h7v7h-7zM4 13h7v7H4zM13 13h7v7h-7z,,,packages/client/src/shell/mobile/MobileApp.ts:598
1240,UI.app.dom.36,4 FELÜLET,MOBIL APP,-,-,felületi szöveg,mind,M12 3a9 9 0 109 9M12 12l6-6M12 8a4 4 0 104 4,,,packages/client/src/shell/mobile/MobileApp.ts:599
1241,UI.app.dom.37,4 FELÜLET,MOBIL APP,-,-,felületi szöveg,mind,M12 21a9 9 0 100-18 9 9 0 000 18zM12 7v5l3 2,,,packages/client/src/shell/mobile/MobileApp.ts:600
1242,UI.app.dom.38,4 FELÜLET,MOBIL APP,-,-,felületi szöveg,mind,M12 12a4 4 0 100-8 4 4 0 000 8zM4 21a8 8 0 0116 0,,,packages/client/src/shell/mobile/MobileApp.ts:601
